P.SYMBOL,P.DATE,P.PRICE,EST.S.DATE,EST.S.PRICE,T.DATE,T.PRICE,STATUS,PROFITPCT,PROFITPCT252D,DATEPCT,PRICEPCT
0268.HK,2020-01-29,8.71,2020-06-09,9.48,2020-02-04,9.48,CLOSED,8.84,371.0,5.0,100.0
0268.HK,2020-01-29,8.71,2020-09-12,11.65,2020-03-04,9.92,OPEN,13.89,100.0,15.0,41.0
ITA,2020-01-29,232.11,2021-01-10,265.51,2020-03-03,203.8,OPEN,-12.2,-90.0,10.0,-85.0
ITA,2020-01-29,232.11,2020-05-30,245.18,2020-03-03,203.8,OPEN,-12.2,-90.0,28.0,-217.0
ITA,2020-01-29,232.11,2020-05-21,241.3,2020-03-03,203.8,OPEN,-12.2,-90.0,30.0,-308.0
ASX-CWN,2020-01-30,11.6,2020-04-12,12.14,2020-03-04,9.86,OPEN,-15.0,-111.0,47.0,-322.0
ASX-IVC,2020-01-30,13.11,2020-12-01,14.77,2020-02-27,14.77,CLOSED,12.66,114.0,9.0,100.0
ASX-IVC,2020-01-30,13.11,2020-12-01,14.77,2020-02-27,14.77,CLOSED,12.66,114.0,9.0,100.0
ASX-CWN,2020-01-30,11.6,2020-07-25,12.39,2020-03-04,9.86,OPEN,-15.0,-111.0,19.0,-220.0
2588.HK,2020-01-30,71.4,2020-03-18,77.04,2020-03-04,69.55,OPEN,-2.59,-19.0,71.0,-33.0
2588.HK,2020-01-30,71.4,2020-04-03,78.62,2020-03-04,69.55,OPEN,-2.59,-19.0,53.0,-26.0
2588.HK,2020-01-30,71.4,2020-06-16,85.34,2020-03-04,69.55,OPEN,-2.59,-19.0,25.0,-13.0
2588.HK,2020-01-30,71.4,2020-07-10,83.65,2020-03-04,69.55,OPEN,-2.59,-19.0,21.0,-15.0
2588.HK,2020-01-30,71.4,2020-05-17,73.67,2020-02-04,73.67,CLOSED,3.18,160.0,5.0,100.0
NFLX,2020-01-30,347.74,2020-06-26,495.11,2020-02-17,495.11,CLOSED,42.38,593.0,12.0,100.0
MMM,2020-01-30,162.51,2020-10-17,184.03,2020-03-03,145.24,OPEN,-10.63,-81.0,13.0,-80.0
NFLX,2020-01-30,347.74,2020-05-05,442.08,2020-02-17,442.08,CLOSED,27.13,380.0,19.0,100.0
MMM,2020-01-30,162.51,2020-11-27,185.75,2020-03-03,145.24,OPEN,-10.63,-81.0,11.0,-74.0
DIS,2020-01-30,137.81,2020-07-18,147.08,2020-02-05,147.08,CLOSED,6.73,283.0,4.0,100.0
MSFT,2020-01-30,172.78,2020-11-30,184.18,2020-02-05,184.18,CLOSED,6.6,277.0,2.0,100.0
ASX-CWN,2020-01-31,11.7,2020-04-13,12.24,2020-03-04,9.86,OPEN,-15.73,-120.0,45.0,-341.0
ASX-CWN,2020-01-31,11.7,2020-07-26,12.5,2020-03-04,9.86,OPEN,-15.73,-120.0,19.0,-230.0
0175.HK,2020-01-31,12.54,2020-10-23,18.85,2020-03-04,14.1,OPEN,12.44,95.0,12.0,25.0
2208.HK,2020-01-31,8.23,2020-12-26,10.94,2020-03-04,7.74,OPEN,-5.95,-45.0,10.0,-18.0
0175.HK,2020-01-31,12.54,2020-11-24,16.86,2020-03-04,14.1,OPEN,12.44,95.0,11.0,36.0
AMZN,2020-01-31,2008.72,2020-08-08,2650.71,2020-03-03,1908.99,OPEN,-4.96,-39.0,17.0,-16.0
AMZN,2020-01-31,2008.72,2020-09-23,2551.88,2020-03-03,1908.99,OPEN,-4.96,-39.0,14.0,-18.0
ASX-VVR,2020-02-03,2.75,2020-04-27,2.92,2020-02-17,2.92,CLOSED,6.18,111.0,17.0,100.0
ASX-VVR,2020-02-03,2.75,2020-09-13,3.23,2020-03-04,2.76,OPEN,0.36,3.0,13.0,2.0
ASX-VVR,2020-02-03,2.75,2020-08-22,2.9,2020-02-17,2.9,CLOSED,5.45,98.0,7.0,100.0
ASX-VVR,2020-02-03,2.75,2020-03-11,2.81,2020-02-13,2.81,CLOSED,2.18,55.0,27.0,100.0
1299.HK,2020-02-03,78.5,2020-09-12,94.12,2020-03-04,75.05,OPEN,-4.39,-37.0,14.0,-22.0
0857.HK,2020-02-03,3.38,2020-10-30,5.39,2020-03-04,3.04,OPEN,-10.06,-85.0,11.0,-17.0
0175.HK,2020-02-03,12.6,2020-10-26,18.94,2020-03-04,14.1,OPEN,11.9,100.0,11.0,24.0
1299.HK,2020-02-03,78.5,2020-06-11,86.48,2020-03-04,75.05,OPEN,-4.39,-37.0,23.0,-43.0
0175.HK,2020-02-03,12.6,2020-11-27,16.94,2020-03-04,14.1,OPEN,11.9,100.0,10.0,35.0
1299.HK,2020-02-03,78.5,2020-04-01,82.75,2020-03-04,75.05,OPEN,-4.39,-37.0,52.0,-81.0
0386.HK,2020-02-03,4.07,2020-04-16,4.23,2020-02-06,4.23,CLOSED,3.93,330.0,4.0,100.0
NKE,2020-02-03,99.27,2020-12-21,120.1,2020-03-03,90.93,OPEN,-8.4,-73.0,9.0,-40.0
AMZN,2020-02-03,2004.2,2020-09-15,2548.34,2020-03-03,1908.99,OPEN,-4.75,-41.0,13.0,-17.0
AMZN,2020-02-03,2004.2,2020-08-13,2651.76,2020-03-03,1908.99,OPEN,-4.75,-41.0,15.0,-15.0
LULU,2020-02-03,246.37,2020-10-15,324.81,2020-03-03,227.13,OPEN,-7.81,-68.0,11.0,-25.0
NKE,2020-02-03,99.27,2020-06-11,107.09,2020-03-03,90.93,OPEN,-8.4,-73.0,22.0,-107.0
NKE,2020-02-03,99.27,2020-04-17,104.0,2020-03-03,90.93,OPEN,-8.4,-73.0,39.0,-176.0
LULU,2020-02-03,246.37,2021-01-09,296.63,2020-03-03,227.13,OPEN,-7.81,-68.0,9.0,-38.0
ASX-CWN,2020-02-04,11.56,2020-04-17,12.09,2020-03-04,9.86,OPEN,-14.71,-128.0,40.0,-321.0
ASX-NAB,2020-02-04,25.6,2021-01-04,27.4,2020-02-19,27.4,CLOSED,7.03,118.0,4.0,100.0
ASX-CWN,2020-02-04,11.56,2020-07-30,12.35,2020-03-04,9.86,OPEN,-14.71,-128.0,16.0,-215.0
0288.HK,2020-02-04,7.45,2020-07-04,9.08,2020-03-04,8.11,OPEN,8.86,77.0,19.0,40.0
0288.HK,2020-02-04,7.45,2020-08-14,11.31,2020-03-04,8.11,OPEN,8.86,77.0,15.0,17.0
2208.HK,2020-02-04,8.31,2021-01-11,11.08,2020-03-04,7.74,OPEN,-6.86,-60.0,8.0,-21.0
1038.HK,2020-02-04,54.05,2021-01-19,66.87,2020-03-04,52.85,OPEN,-2.22,-19.0,8.0,-9.0
2388.HK,2020-02-04,26.0,2021-02-02,33.46,2020-03-04,25.95,OPEN,-0.19,-2.0,8.0,-1.0
2800.HK,2020-02-04,26.85,2020-12-07,31.8,2020-03-04,26.55,OPEN,-1.12,-10.0,9.0,-6.0
0175.HK,2020-02-04,12.76,2020-10-27,19.18,2020-03-04,14.1,OPEN,10.5,91.0,11.0,21.0
2208.HK,2020-02-04,8.31,2020-12-30,11.05,2020-03-04,7.74,OPEN,-6.86,-60.0,9.0,-21.0
0175.HK,2020-02-04,12.76,2020-11-28,17.16,2020-03-04,14.1,OPEN,10.5,91.0,10.0,30.0
1038.HK,2020-02-04,54.05,2020-06-27,57.33,2020-03-04,52.85,OPEN,-2.22,-19.0,20.0,-37.0
1816.HK,2020-02-04,1.91,2020-04-08,2.01,2020-02-11,2.01,CLOSED,5.24,189.0,11.0,100.0
1038.HK,2020-02-04,54.05,2020-04-02,55.81,2020-03-04,52.85,OPEN,-2.22,-19.0,50.0,-68.0
2800.HK,2020-02-04,26.85,2020-07-13,28.79,2020-03-04,26.55,OPEN,-1.12,-10.0,18.0,-15.0
0267.HK,2020-02-04,8.87,2020-03-24,9.57,2020-03-04,9.02,OPEN,1.69,15.0,59.0,21.0
0288.HK,2020-02-04,7.45,2020-06-28,8.05,2020-02-07,8.05,CLOSED,8.05,676.0,2.0,100.0
0267.HK,2020-02-04,8.87,2020-05-30,11.13,2020-03-04,9.02,OPEN,1.69,15.0,25.0,7.0
MA,2020-02-04,329.12,2020-11-19,428.09,2020-03-03,292.0,OPEN,-11.28,-102.0,10.0,-38.0
MA,2020-02-04,329.12,2020-05-30,379.01,2020-03-03,292.0,OPEN,-11.28,-102.0,24.0,-74.0
UPS,2020-02-04,103.38,2020-04-11,106.19,2020-02-05,106.19,CLOSED,2.72,inf,0.0,100.0
MMM,2020-02-04,157.24,2020-10-22,178.06,2020-03-03,145.24,OPEN,-7.63,-69.0,11.0,-58.0
MA,2020-02-04,329.12,2020-04-21,351.07,2020-03-03,292.0,OPEN,-11.28,-102.0,36.0,-169.0
MMM,2020-02-04,157.24,2020-12-02,179.73,2020-03-03,145.24,OPEN,-7.63,-69.0,9.0,-53.0
QQQ,2020-02-04,227.47,2020-07-13,239.69,2020-03-03,209.48,OPEN,-7.91,-71.0,18.0,-147.0
QQQ,2020-02-04,227.47,2020-05-14,231.18,2020-02-10,231.18,CLOSED,1.63,68.0,6.0,100.0
UPS,2020-02-04,103.38,2020-08-10,109.66,2020-03-03,91.3,OPEN,-11.69,-105.0,15.0,-192.0
UPS,2020-02-04,103.38,2020-04-06,107.01,2020-02-06,107.01,CLOSED,3.51,442.0,3.0,100.0
ASX-VVR,2020-02-05,2.77,2020-03-24,2.91,2020-02-17,2.91,CLOSED,5.05,106.0,25.0,100.0
ASX-VVR,2020-02-05,2.77,2020-07-20,3.07,2020-03-04,2.76,OPEN,-0.36,-3.0,17.0,-3.0
ASX-VVR,2020-02-05,2.77,2020-10-18,2.93,2020-03-04,2.76,OPEN,-0.36,-3.0,11.0,-6.0
ASX-VVR,2020-02-05,2.77,2020-02-27,2.85,2020-02-17,2.85,CLOSED,2.89,61.0,55.0,100.0
ASX-ASX,2020-02-05,85.74,2020-12-31,91.75,2020-03-04,74.02,OPEN,-13.67,-123.0,8.0,-195.0
ASX-ORG,2020-02-05,7.8,2020-04-07,8.42,2020-03-04,6.89,OPEN,-11.67,-105.0,45.0,-147.0
ASX-ORG,2020-02-05,7.8,2020-04-12,8.25,2020-03-04,6.89,OPEN,-11.67,-105.0,42.0,-202.0
2588.HK,2020-02-05,74.2,2020-07-04,87.29,2020-03-04,69.55,OPEN,-6.27,-56.0,19.0,-36.0
2588.HK,2020-02-05,74.2,2020-07-07,84.83,2020-03-04,69.55,OPEN,-6.27,-56.0,18.0,-44.0
2768.HK,2020-02-05,2.87,2020-04-12,3.53,2020-03-04,3.18,OPEN,10.8,97.0,42.0,47.0
2768.HK,2020-02-05,2.87,2020-02-26,3.55,2020-02-26,3.05,CLOSED,6.27,75.0,100.0,26.0
0288.HK,2020-02-05,7.66,2020-07-05,9.34,2020-03-04,8.11,OPEN,5.87,53.0,19.0,27.0
0288.HK,2020-02-05,7.66,2020-08-15,11.63,2020-03-04,8.11,OPEN,5.87,53.0,15.0,11.0
2768.HK,2020-02-05,2.87,2020-02-14,3.09,2020-02-13,3.09,CLOSED,7.67,242.0,89.0,100.0
0435.HK,2020-02-05,4.93,2020-10-01,5.62,2020-03-04,4.62,OPEN,-6.29,-57.0,12.0,-45.0
1310.HK,2020-02-05,13.74,2020-09-08,15.61,2020-03-04,14.1,OPEN,2.62,24.0,13.0,19.0
2588.HK,2020-02-05,74.2,2020-04-02,80.17,2020-03-04,69.55,OPEN,-6.27,-56.0,49.0,-78.0
0435.HK,2020-02-05,4.93,2020-11-15,5.69,2020-03-04,4.62,OPEN,-6.29,-57.0,10.0,-41.0
0175.HK,2020-02-05,13.06,2020-10-28,19.63,2020-03-04,14.1,OPEN,7.96,72.0,11.0,16.0
0175.HK,2020-02-05,13.06,2020-11-29,17.56,2020-03-04,14.1,OPEN,7.96,72.0,9.0,23.0
1816.HK,2020-02-05,1.94,2020-04-09,2.04,2020-03-04,1.94,OPEN,0.0,0.0,44.0,0.0
0288.HK,2020-02-05,7.66,2020-06-29,8.27,2020-02-12,8.27,CLOSED,7.96,287.0,5.0,100.0
ITA,2020-02-05,234.89,2021-01-26,270.31,2020-03-03,203.8,OPEN,-13.24,-124.0,8.0,-88.0
UPS,2020-02-05,106.04,2020-04-12,108.92,2020-03-03,91.3,OPEN,-13.9,-130.0,40.0,-512.0
IXN,2020-02-05,226.47,2020-06-26,240.99,2020-03-03,204.32,OPEN,-9.78,-91.0,19.0,-153.0
MMM,2020-02-05,162.33,2020-10-23,183.82,2020-03-03,145.24,OPEN,-10.53,-98.0,10.0,-80.0
MMM,2020-02-05,162.33,2020-12-03,185.54,2020-03-03,145.24,OPEN,-10.53,-98.0,9.0,-74.0
ITA,2020-02-05,234.89,2020-06-27,247.01,2020-03-03,203.8,OPEN,-13.24,-124.0,19.0,-257.0
AMZN,2020-02-05,2039.87,2020-04-19,2356.05,2020-03-03,1908.99,OPEN,-6.42,-60.0,36.0,-41.0
ITA,2020-02-05,234.89,2020-06-11,242.59,2020-03-03,203.8,OPEN,-13.24,-124.0,21.0,-404.0
IXN,2020-02-05,226.47,2020-04-28,233.69,2020-03-03,204.32,OPEN,-9.78,-91.0,33.0,-307.0
UPS,2020-02-05,106.04,2020-08-11,112.48,2020-03-03,91.3,OPEN,-13.9,-130.0,14.0,-229.0
UPS,2020-02-05,106.04,2020-04-07,109.76,2020-03-03,91.3,OPEN,-13.9,-130.0,44.0,-396.0
ASX-NAN,2020-02-06,7.15,2021-01-06,9.87,2020-03-04,6.35,OPEN,-11.19,-104.0,8.0,-29.0
ASX-AGL,2020-02-06,19.66,2020-07-11,20.86,2020-02-17,20.86,CLOSED,6.1,140.0,7.0,100.0
ASX-ORG,2020-02-06,7.9,2020-04-08,8.52,2020-03-04,6.89,OPEN,-12.78,-119.0,44.0,-163.0
ASX-NAN,2020-02-06,7.15,2020-11-16,8.68,2020-03-04,6.35,OPEN,-11.19,-104.0,10.0,-52.0
ASX-ORG,2020-02-06,7.9,2020-04-13,8.36,2020-03-04,6.89,OPEN,-12.78,-119.0,40.0,-220.0
1310.HK,2020-02-06,13.84,2020-09-16,15.09,2020-03-04,14.1,OPEN,1.88,18.0,12.0,21.0
0823.HK,2020-02-06,80.35,2020-10-11,95.56,2020-03-04,73.9,OPEN,-8.03,-75.0,11.0,-42.0
0066.HK,2020-02-06,44.5,2021-01-14,54.31,2020-03-04,43.05,OPEN,-3.26,-30.0,8.0,-15.0
2388.HK,2020-02-06,26.5,2021-02-04,34.11,2020-03-04,25.95,OPEN,-2.08,-19.0,7.0,-7.0
0823.HK,2020-02-06,80.35,2020-11-21,97.37,2020-03-04,73.9,OPEN,-8.03,-75.0,9.0,-38.0
0006.HK,2020-02-06,56.95,2021-01-27,62.04,2020-03-04,55.3,OPEN,-2.9,-27.0,8.0,-32.0
0006.HK,2020-02-06,56.95,2020-07-12,59.56,2020-03-04,55.3,OPEN,-2.9,-27.0,17.0,-63.0
GOOG,2020-02-06,1476.23,2020-09-23,1690.43,2020-03-03,1341.39,OPEN,-9.13,-88.0,11.0,-63.0
GOOG,2020-02-06,1476.23,2020-09-08,1706.23,2020-03-03,1341.39,OPEN,-9.13,-88.0,12.0,-59.0
ITA,2020-02-06,237.63,2021-01-18,271.82,2020-03-03,203.8,OPEN,-14.24,-138.0,7.0,-99.0
ITA,2020-02-06,237.63,2020-06-06,250.94,2020-03-03,203.8,OPEN,-14.24,-138.0,21.0,-254.0
ITA,2020-02-06,237.63,2020-05-29,247.04,2020-03-03,203.8,OPEN,-14.24,-138.0,23.0,-360.0
GOOG,2020-02-06,1476.23,2020-04-19,1535.87,2020-03-03,1341.39,OPEN,-9.13,-88.0,36.0,-226.0
ASX-REA,2020-02-07,116.9,2020-08-19,153.45,2020-03-04,97.66,OPEN,-16.46,-160.0,13.0,-53.0
ASX-REA,2020-02-07,116.9,2020-08-17,144.09,2020-03-04,97.66,OPEN,-16.46,-160.0,14.0,-71.0
ASX-REA,2020-02-07,116.9,2020-05-11,129.77,2020-03-04,97.66,OPEN,-16.46,-160.0,28.0,-149.0
ASX-ANZ,2020-02-07,26.03,2020-11-09,27.51,2020-03-04,23.21,OPEN,-10.83,-105.0,9.0,-191.0
2638.HK,2020-02-07,7.86,2020-10-06,8.71,2020-03-04,7.85,OPEN,-0.13,-1.0,11.0,-1.0
2638.HK,2020-02-07,7.86,2020-08-08,8.36,2020-03-04,7.85,OPEN,-0.13,-1.0,14.0,-2.0
0388.HK,2020-02-07,270.6,2020-12-02,328.75,2020-03-04,255.2,OPEN,-5.69,-55.0,9.0,-26.0
0388.HK,2020-02-07,270.6,2020-08-15,310.65,2020-03-04,255.2,OPEN,-5.69,-55.0,14.0,-38.0
0753.HK,2020-02-07,6.97,2021-01-30,9.24,2020-03-04,6.33,OPEN,-9.18,-89.0,7.0,-28.0
V,2020-02-10,205.99,2020-12-25,274.44,2020-03-03,185.73,OPEN,-9.84,-113.0,7.0,-30.0
ASX-A2M,2020-02-11,14.89,2020-08-01,22.17,2020-03-04,16.18,OPEN,8.66,99.0,13.0,18.0
ASX-VCX,2020-02-12,2.53,2020-08-20,2.81,2020-03-04,2.21,OPEN,-12.65,-152.0,11.0,-114.0
ASX-NSR,2020-02-12,2.17,2020-09-28,2.43,2020-02-21,2.43,CLOSED,11.98,335.0,4.0,100.0
ASX-NSR,2020-02-12,2.17,2021-01-20,2.3,2020-02-17,2.3,CLOSED,5.99,302.0,1.0,100.0
ASX-WBC,2020-02-12,25.25,2020-12-28,27.72,2020-03-04,22.23,OPEN,-11.96,-144.0,7.0,-122.0
ASX-WBC,2020-02-12,25.25,2020-11-10,27.61,2020-03-04,22.23,OPEN,-11.96,-144.0,8.0,-128.0
ASX-AGL,2020-02-12,19.52,2020-07-16,20.71,2020-02-14,20.71,CLOSED,6.1,769.0,1.0,100.0
ASX-ORG,2020-02-12,7.69,2020-04-13,8.3,2020-03-04,6.89,OPEN,-10.4,-125.0,34.0,-131.0
ASX-CBA,2020-02-12,88.18,2020-09-20,93.76,2020-03-04,77.11,OPEN,-12.55,-151.0,10.0,-198.0
ASX-NSR,2020-02-12,2.17,2020-06-07,2.28,2020-02-13,2.28,CLOSED,5.07,inf,0.0,100.0
ASX-ORG,2020-02-12,7.69,2020-04-18,8.13,2020-02-20,8.13,CLOSED,5.72,180.0,12.0,100.0
2588.HK,2020-02-12,75.15,2020-07-24,88.1,2020-03-04,69.55,OPEN,-7.45,-89.0,13.0,-43.0
2588.HK,2020-02-12,75.15,2020-04-05,80.53,2020-03-04,69.55,OPEN,-7.45,-89.0,40.0,-104.0
2588.HK,2020-02-12,75.15,2020-07-27,86.43,2020-03-04,69.55,OPEN,-7.45,-89.0,13.0,-50.0
DLR,2020-02-12,127.05,2020-09-13,141.2,2020-03-03,129.59,OPEN,2.0,25.0,9.0,18.0
ASX-VVR,2020-02-13,2.78,2020-05-06,2.95,2020-03-04,2.76,OPEN,-0.72,-9.0,24.0,-12.0
ASX-VVR,2020-02-13,2.78,2020-09-22,3.27,2020-03-04,2.76,OPEN,-0.72,-9.0,9.0,-4.0
ASX-VVR,2020-02-13,2.78,2020-08-31,2.93,2020-03-04,2.76,OPEN,-0.72,-9.0,10.0,-13.0
ASX-ORG,2020-02-13,7.86,2020-04-19,8.31,2020-03-04,6.89,OPEN,-12.34,-155.0,30.0,-216.0
ASX-VVR,2020-02-13,2.78,2020-03-20,2.84,2020-02-17,2.84,CLOSED,2.16,136.0,11.0,100.0
MCD,2020-02-13,217.42,2020-11-24,244.01,2020-03-03,199.51,OPEN,-8.24,-109.0,7.0,-67.0
MCD,2020-02-13,217.42,2020-05-13,226.64,2020-03-03,199.51,OPEN,-8.24,-109.0,21.0,-194.0
MCD,2020-02-13,217.42,2020-12-26,236.97,2020-03-03,199.51,OPEN,-8.24,-109.0,6.0,-92.0
ASX-VVR,2020-02-14,2.83,2020-08-03,3.26,2020-03-04,2.76,OPEN,-2.47,-33.0,11.0,-16.0
ASX-VVR,2020-02-14,2.83,2020-07-22,2.98,2020-03-04,2.76,OPEN,-2.47,-33.0,12.0,-47.0
ASX-AGL,2020-02-14,20.68,2021-01-05,22.14,2020-03-04,18.73,OPEN,-9.43,-125.0,6.0,-134.0
ASX-VVR,2020-02-14,2.83,2020-03-23,2.92,2020-02-17,2.92,CLOSED,3.18,267.0,8.0,100.0
ASX-VVR,2020-02-14,2.83,2020-04-09,2.97,2020-03-04,2.76,OPEN,-2.47,-33.0,35.0,-50.0
2800.HK,2020-02-14,28.0,2020-12-30,31.21,2020-03-04,26.55,OPEN,-5.18,-69.0,6.0,-45.0
2800.HK,2020-02-14,28.0,2020-07-07,30.44,2020-03-04,26.55,OPEN,-5.18,-69.0,13.0,-59.0
V,2020-02-14,210.29,2020-12-25,282.73,2020-03-03,185.73,OPEN,-11.68,-164.0,6.0,-34.0
V,2020-02-14,210.29,2020-04-24,229.09,2020-03-03,185.73,OPEN,-11.68,-164.0,26.0,-131.0
WMT,2020-02-14,117.89,2021-01-01,130.22,2020-03-03,112.91,OPEN,-4.22,-59.0,6.0,-40.0
V,2020-02-14,210.29,2020-04-22,226.59,2020-03-03,185.73,OPEN,-11.68,-164.0,26.0,-151.0
ASX-WBC,2020-02-17,25.62,2020-11-30,28.12,2020-03-04,22.23,OPEN,-13.23,-208.0,6.0,-136.0
ASX-WBC,2020-02-17,25.62,2020-12-26,28.2,2020-03-04,22.23,OPEN,-13.23,-208.0,5.0,-131.0
ASX-ABP,2020-02-17,3.93,2021-01-13,4.16,2020-03-04,3.62,OPEN,-7.89,-124.0,5.0,-135.0
STW,2020-02-17,65.86,2020-07-11,67.34,2020-03-04,58.89,OPEN,-10.58,-167.0,11.0,-471.0
STW,2020-02-17,65.86,2020-08-05,67.58,2020-03-04,58.89,OPEN,-10.58,-167.0,9.0,-405.0
2768.HK,2020-02-17,3.1,2020-03-08,3.37,2020-03-04,3.18,OPEN,2.58,41.0,80.0,30.0
2768.HK,2020-02-17,3.1,2020-03-20,3.69,2020-03-04,3.18,OPEN,2.58,41.0,50.0,14.0
ASX-A2M,2020-02-18,15.75,2020-07-31,24.14,2020-03-04,16.18,OPEN,2.73,46.0,9.0,5.0
ASX-A2M,2020-02-18,15.75,2020-05-11,20.01,2020-03-04,16.18,OPEN,2.73,46.0,18.0,10.0
ASX-A2M,2020-02-18,15.75,2020-03-20,17.32,2020-03-04,16.18,OPEN,2.73,46.0,48.0,27.0
ASX-A2M,2020-02-18,15.75,2020-11-19,34.37,2020-03-04,16.18,OPEN,2.73,46.0,5.0,2.0
2638.HK,2020-02-18,7.88,2020-10-16,8.74,2020-03-04,7.85,OPEN,-0.38,-6.0,6.0,-3.0
2638.HK,2020-02-18,7.88,2020-08-18,8.38,2020-03-04,7.85,OPEN,-0.38,-6.0,8.0,-6.0
3808.HK,2020-02-18,15.9,2020-07-14,18.84,2020-03-04,15.04,OPEN,-5.41,-91.0,10.0,-29.0
3988.HK,2020-02-18,3.2,2020-10-27,3.55,2020-03-04,3.12,OPEN,-2.5,-42.0,6.0,-23.0
