P.SYMBOL,P.DATE,P.PRICE,EST.S.DATE,EST.S.PRICE,T.DATE,T.PRICE,STATUS,PROFITPCT,PROFITPCT252D,DATEPCT,PRICEPCT
ASX-NSR,2020-02-12,2.17,2020-06-07,2.28,2020-02-13,2.28,CLOSED,5.07,inf,0.0,100.0
ASX-ORG,2020-02-12,7.69,2020-04-18,8.13,2020-02-20,8.13,CLOSED,5.72,180.0,12.0,100.0
2588.HK,2020-02-12,75.15,2020-07-24,88.1,2020-02-20,75.75,OPEN,0.8,25.0,5.0,5.0
2588.HK,2020-02-12,75.15,2020-04-05,80.53,2020-02-20,75.75,OPEN,0.8,25.0,15.0,11.0
2588.HK,2020-02-12,75.15,2020-07-27,86.43,2020-02-20,75.75,OPEN,0.8,25.0,5.0,5.0
DLR,2020-02-12,127.05,2020-09-13,141.2,2020-02-19,132.41,OPEN,4.22,152.0,3.0,38.0
ASX-VVR,2020-02-13,2.78,2020-05-06,2.95,2020-02-20,2.76,OPEN,-0.72,-26.0,8.0,-12.0
ASX-VVR,2020-02-13,2.78,2020-09-22,3.27,2020-02-20,2.76,OPEN,-0.72,-26.0,3.0,-4.0
ASX-VVR,2020-02-13,2.78,2020-08-31,2.93,2020-02-20,2.76,OPEN,-0.72,-26.0,4.0,-13.0
ASX-ORG,2020-02-13,7.86,2020-04-19,8.31,2020-02-20,7.97,OPEN,1.4,50.0,11.0,24.0
ASX-VVR,2020-02-13,2.78,2020-03-20,2.84,2020-02-17,2.84,CLOSED,2.16,136.0,11.0,100.0
MCD,2020-02-13,217.42,2020-11-24,244.01,2020-02-19,215.63,OPEN,-0.82,-34.0,2.0,-7.0
MCD,2020-02-13,217.42,2020-05-13,226.64,2020-02-19,215.63,OPEN,-0.82,-34.0,7.0,-19.0
MCD,2020-02-13,217.42,2020-12-26,236.97,2020-02-19,215.63,OPEN,-0.82,-34.0,2.0,-9.0
ASX-VVR,2020-02-14,2.83,2020-08-03,3.26,2020-02-20,2.76,OPEN,-2.47,-104.0,4.0,-16.0
ASX-VVR,2020-02-14,2.83,2020-07-22,2.98,2020-02-20,2.76,OPEN,-2.47,-104.0,4.0,-47.0
ASX-AGL,2020-02-14,20.68,2021-01-05,22.14,2020-02-20,21.13,OPEN,2.18,92.0,2.0,31.0
ASX-VVR,2020-02-14,2.83,2020-03-23,2.92,2020-02-17,2.92,CLOSED,3.18,267.0,8.0,100.0
ASX-VVR,2020-02-14,2.83,2020-04-09,2.97,2020-02-20,2.76,OPEN,-2.47,-104.0,11.0,-50.0
2800.HK,2020-02-14,28.0,2020-12-30,31.21,2020-02-20,27.75,OPEN,-0.89,-37.0,2.0,-8.0
2800.HK,2020-02-14,28.0,2020-07-07,30.44,2020-02-20,27.75,OPEN,-0.89,-37.0,4.0,-10.0
V,2020-02-14,210.29,2020-12-25,282.73,2020-02-19,213.31,OPEN,1.44,73.0,2.0,4.0
V,2020-02-14,210.29,2020-04-24,229.09,2020-02-19,213.31,OPEN,1.44,73.0,7.0,16.0
WMT,2020-02-14,117.89,2021-01-01,130.22,2020-02-19,117.68,OPEN,-0.18,-9.0,2.0,-2.0
V,2020-02-14,210.29,2020-04-22,226.59,2020-02-19,213.31,OPEN,1.44,73.0,7.0,19.0
ASX-WBC,2020-02-17,25.62,2020-11-30,28.12,2020-02-20,25.69,OPEN,0.27,23.0,1.0,3.0
ASX-WBC,2020-02-17,25.62,2020-12-26,28.2,2020-02-20,25.69,OPEN,0.27,23.0,1.0,3.0
ASX-ABP,2020-02-17,3.93,2021-01-13,4.16,2020-02-20,4.01,OPEN,2.04,171.0,1.0,35.0
STW,2020-02-17,65.86,2020-07-11,67.34,2020-02-20,66.36,OPEN,0.76,64.0,2.0,34.0
STW,2020-02-17,65.86,2020-08-05,67.58,2020-02-20,66.36,OPEN,0.76,64.0,2.0,29.0
2768.HK,2020-02-17,3.1,2020-03-08,3.37,2020-02-20,3.1,OPEN,0.0,0.0,15.0,0.0
2768.HK,2020-02-17,3.1,2020-03-20,3.69,2020-02-20,3.1,OPEN,0.0,0.0,9.0,0.0
ASX-A2M,2020-02-18,15.75,2020-07-31,24.14,2020-02-20,15.87,OPEN,0.76,96.0,1.0,1.0
ASX-A2M,2020-02-18,15.75,2020-05-11,20.01,2020-02-20,15.87,OPEN,0.76,96.0,2.0,3.0
ASX-A2M,2020-02-18,15.75,2020-03-20,17.32,2020-02-20,15.87,OPEN,0.76,96.0,6.0,8.0
ASX-A2M,2020-02-18,15.75,2020-11-19,34.37,2020-02-20,15.87,OPEN,0.76,96.0,1.0,1.0
2638.HK,2020-02-18,7.88,2020-10-16,8.74,2020-02-20,7.87,OPEN,-0.13,-16.0,1.0,-1.0
2638.HK,2020-02-18,7.88,2020-08-18,8.38,2020-02-20,7.87,OPEN,-0.13,-16.0,1.0,-2.0
3808.HK,2020-02-18,15.9,2020-07-14,18.84,2020-02-20,15.76,OPEN,-0.88,-111.0,1.0,-5.0
3988.HK,2020-02-18,3.2,2020-10-27,3.55,2020-02-20,3.22,OPEN,0.63,79.0,1.0,6.0
DLR,2020-02-18,133.2,2020-08-07,145.45,2020-02-19,132.41,OPEN,-0.59,-inf,0.0,-6.0
DLR,2020-02-18,133.2,2020-10-21,146.83,2020-02-19,132.41,OPEN,-0.59,-inf,0.0,-6.0
NKE,2020-02-18,102.0,2020-09-21,113.68,2020-02-19,102.46,OPEN,0.45,inf,0.0,4.0
HAL,2020-02-18,21.86,2020-11-19,26.08,2020-02-19,22.28,OPEN,1.92,inf,0.0,10.0
ASX-AGL,2020-02-19,21.06,2020-11-17,22.44,2020-02-20,21.13,OPEN,0.33,inf,0.0,5.0
